sequence_index,observation_sequence_index,bridge_step_index,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
0,0,0,0.0,-0.12965511293596924,-0.12965511293596924,1784371556.3786082,1784371557.8281338,1784371557.1033711,1.00294824,"[dac] CH_A set to -0.130 V (code=32343)
"
1,0,1,-0.12965511293596924,-0.25931022587193847,-0.12965511293596924,1784371557.828458,1784371559.275969,1784371558.5522137,0.914467591,"[dac] CH_A set to -0.259 V (code=31918)
"
2,0,2,-0.25931022587193847,-0.38896533880790773,-0.12965511293596926,1784371559.276144,1784371560.691013,1784371559.9835787,0.88899589,"[dac] CH_A set to -0.389 V (code=31493)
"
3,0,3,-0.38896533880790773,-0.5186204517438769,-0.1296551129359692,1784371560.691263,1784371562.128711,1784371561.409987,0.799174628,"[dac] CH_A set to -0.519 V (code=31068)
"
4,0,4,-0.5186204517438769,-0.6482755646798462,-0.1296551129359692,1784371562.128906,1784371563.570144,1784371562.849525,0.785768469,"[dac] CH_A set to -0.648 V (code=30643)
"
5,0,5,-0.6482755646798462,-0.7779306776158155,-0.12965511293596932,1784371563.570414,1784371565.007245,1784371564.2888296,0.683881664,"[dac] CH_A set to -0.778 V (code=30219)
"
6,0,6,-0.7779306776158155,-0.9075857905517847,-0.1296551129359692,1784371565.007442,1784371566.444195,1784371565.7258186,0.653047499,"[dac] CH_A set to -0.908 V (code=29794)
"
7,0,7,-0.9075857905517847,-1.0372409034877539,-0.1296551129359692,1784371566.444393,1784371567.884013,1784371567.164203,0.610147792,"[dac] CH_A set to -1.037 V (code=29369)
"
8,0,8,-1.0372409034877539,-1.1668960164237232,-0.12965511293596932,1784371567.8841999,1784371569.336622,1784371568.610411,0.528370224,"[dac] CH_A set to -1.167 V (code=28944)
"
9,0,9,-1.1668960164237232,-1.2965511293596923,-0.1296551129359691,1784371569.336834,1784371570.77162,1784371570.0542269,0.473404974,"[dac] CH_A set to -1.297 V (code=28519)
"
10,0,10,-1.2965511293596923,-1.4262062422956616,-0.12965511293596932,1784371570.771837,1784371572.211468,1784371571.4916525,0.410396029,"[dac] CH_A set to -1.426 V (code=28094)
"
11,0,11,-1.4262062422956616,-1.555861355231631,-0.12965511293596932,1784371572.211658,1784371573.644877,1784371572.9282675,0.331299694,"[dac] CH_A set to -1.556 V (code=27669)
"
12,0,12,-1.555861355231631,-1.6855164681676,-0.1296551129359691,1784371573.645149,1784371575.098333,1784371574.3717408,0.339343389,"[dac] CH_A set to -1.686 V (code=27245)
"
